CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName,ETLLoadID,LoadDate,UpdateDate
16413,494,27412,,Miguel,,Price,False,1947-09-04,S,,M,miguel46@adventure-works.com,70000,2,1,Bachelors,Management,1,1,4712 Golden Rain Road,,157-555-0111,2004-04-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16414,647,27413,,Kaitlyn,H,Reed,False,1947-10-19,M,,F,kaitlyn50@adventure-works.com,70000,2,1,Bachelors,Management,1,1,9321 Quiet Place Drive,,625-555-0158,2003-12-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16415,695,27414,,Julia,J,Young,False,1947-11-04,M,,F,julia21@adventure-works.com,70000,2,1,Bachelors,Management,1,1,3448 Sun View Terr.,,993-555-0183,2004-01-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16416,695,27415,,Trevor,,Butler,False,1948-02-03,M,,M,trevor14@adventure-works.com,40000,2,1,High School,Professional,1,2,54 Morgan Ave.,,641-555-0185,2003-08-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16417,694,27416,,Jeremiah,,Morris,False,1948-01-11,S,,M,jeremiah46@adventure-works.com,60000,2,1,Partial College,Professional,0,1,9847 Twinview Dr.,,717-555-0165,2003-05-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16418,619,27417,,Edwin,,She,False,1948-01-13,M,,M,edwin22@adventure-works.com,60000,2,1,Bachelors,Management,1,0,3515 Sutton Circle,,187-555-0111,2004-04-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16419,707,27418,,Mya,,Coleman,False,1948-09-22,S,,F,mya8@adventure-works.com,70000,4,1,Partial College,Professional,0,2,4808 Ward Court,,576-555-0139,2003-05-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16420,467,27419,,Rebekah,B,Mehta,False,1949-12-02,S,,F,rebekah13@adventure-works.com,40000,2,1,High School,Professional,1,2,641 J Ave.,,629-555-0165,2003-12-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16421,675,27420,,Samuel,,Turner,False,1949-09-03,S,,M,samuel35@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,2,3576 Court St.,,602-555-0165,2003-08-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16422,440,27421,,Mindy,,Chander,False,1949-02-04,S,,F,mindy20@adventure-works.com,60000,2,1,Partial College,Professional,0,2,5458 Gladstone Drive,,145-555-0167,2003-05-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16423,573,27422,,Evan,,Gonzalez,False,1949-07-17,M,,M,evan33@adventure-works.com,60000,2,1,Partial College,Professional,1,2,2556 La Cadena,,631-555-0197,2004-04-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16424,619,27423,,Dakota,,Butler,False,1949-05-16,S,,M,dakota11@adventure-works.com,60000,2,1,Partial College,Professional,0,0,1838 Canyon Way,,501-555-0165,2003-05-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16425,643,27424,,Luis,P,Mitchell,False,1949-04-11,S,,M,luis44@adventure-works.com,60000,2,1,Partial College,Professional,1,0,8605 Avalon Court,,579-555-0178,2003-05-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16426,653,27425,,Steven,,Morris,False,1949-07-09,S,,M,steven28@adventure-works.com,60000,2,1,Partial College,Professional,0,1,916 Sandview Dr.,,125-555-0178,2003-05-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16427,516,27426,,Evan,M,Stewart,False,1949-12-22,S,,M,evan27@adventure-works.com,60000,2,1,Partial College,Professional,1,1,5616 Steele Dr.,,456-555-0116,2004-02-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16428,547,27427,,Mason,,Young,False,1949-02-08,S,,M,mason39@adventure-works.com,70000,5,1,Partial College,Professional,0,2,265 Maria Vega Court,,550-555-0187,2003-05-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16429,682,27428,,Paige,,Foster,False,1950-03-11,S,,F,paige15@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,2,4854 Parkside Dr,,292-555-0170,2003-12-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16430,571,27429,,Stephanie,A,Ward,False,1950-01-20,S,,F,stephanie18@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,3,6928 Woodland Drive,,982-555-0151,2003-04-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16431,442,27430,,Stephanie,N,Young,False,1950-05-26,M,,F,stephanie69@adventure-works.com,60000,2,1,Partial College,Professional,1,2,P.O. Box #2513,,837-555-0130,2004-01-25,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16432,523,27431,,Ethan,F,Jenkins,False,1950-09-12,S,,M,ethan3@adventure-works.com,60000,2,1,Partial College,Professional,0,2,8454 Candy Rd,,375-555-0173,2003-05-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16433,610,27432,,Craig,C,Ruiz,False,1950-05-09,S,,M,craig4@adventure-works.com,60000,2,1,Partial College,Professional,1,1,144 Castro Street,,195-555-0183,2004-05-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16434,469,27433,,Barry,,Garcia,False,1950-08-20,S,,M,barry15@adventure-works.com,60000,2,1,Partial College,Professional,0,1,3831 Golden Gate Way,# 203,774-555-0124,2004-01-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16435,505,27434,,David,S,Patterson,False,1950-06-25,S,,M,david43@adventure-works.com,70000,4,2,Partial College,Professional,1,1,7547 Payot Court,,926-555-0172,2004-07-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16436,658,27435,,Alexandra,J,Johnson,False,1950-12-09,M,,F,alexandra64@adventure-works.com,70000,4,2,Partial College,Professional,1,1,3104 Shakespeare Drive,,178-555-0137,2003-11-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16437,467,27436,,Carmen,C,Mehta,False,1951-11-11,S,,F,carmen17@adventure-works.com,60000,2,1,High School,Professional,1,2,3926 Cactus Court,,396-555-0186,2004-05-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16438,511,27437,,Gabriella,A,Reed,False,1951-02-03,S,,F,gabriella18@adventure-works.com,60000,2,1,High School,Professional,1,2,1516 Redbird Lane,,355-555-0115,2003-10-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16439,582,27438,,Alejandro,,Shan,False,1951-07-06,M,,M,alejandro37@adventure-works.com,60000,2,1,Partial College,Professional,1,1,385 Joan Ave,,185-555-0163,2003-11-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16440,633,27439,,Chase,A,Ramirez,False,1952-11-04,S,,M,chase7@adventure-works.com,70000,2,1,High School,Professional,0,2,5087 Edwards Ave.,,499-555-0141,2003-05-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16441,522,27440,,Trinity,A,Howard,False,1952-07-11,S,,F,trinity11@adventure-works.com,70000,2,1,Partial High School,Skilled Manual,0,2,4573 Beauty Street,,801-555-0116,2003-05-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16442,695,27441,,Jose,,Ross,False,1953-05-03,M,,M,jose27@adventure-works.com,60000,3,1,High School,Professional,0,2,181 Buena Vista,,502-555-0179,2003-08-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16443,469,27442,,Janelle,C,Raman,False,1953-10-23,M,,F,janelle9@adventure-works.com,60000,3,1,High School,Professional,1,2,3591 East 18th Street,,719-555-0119,2003-11-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16444,670,27443,,Jessica,M,Jackson,False,1953-12-10,S,,F,jessica59@adventure-works.com,60000,3,1,Partial High School,Skilled Manual,1,2,330 Jamie Way,,520-555-0187,2003-10-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16445,566,27444,,Kayla,E,Martinez,False,1969-01-14,M,,F,kayla18@adventure-works.com,70000,5,5,Graduate Degree,Professional,0,2,5366 Terry Lynn Lane,,332-555-0166,2004-04-24,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16446,469,27445,,Shaun,S,Tang,False,1969-10-13,M,,M,shaun5@adventure-works.com,70000,5,5,Graduate Degree,Professional,1,2,9106 Edwards Ave.,,890-555-0118,2004-04-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16447,547,27446,,Tyler,,Jones,False,1969-06-08,S,,M,tyler8@adventure-works.com,80000,3,0,Graduate Degree,Professional,1,0,7776 Partridge Dr.,,295-555-0171,2003-05-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16448,707,27447,,Miranda,D,Hayes,False,1969-04-28,M,,F,miranda23@adventure-works.com,80000,3,0,Graduate Degree,Professional,1,0,3140 Park Tree Ct,,272-555-0199,2003-05-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16449,606,27448,,Marc,,Romero,False,1965-05-02,S,,M,marc13@adventure-works.com,40000,0,0,Bachelors,Professional,1,1,7656 Ramsey Circle,,835-555-0161,2003-05-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16450,546,27449,,Bryan,,Cox,False,1968-02-05,S,,M,bryan11@adventure-works.com,80000,0,0,Bachelors,Management,1,1,8457 East 63rd Street,,658-555-0173,2003-05-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16451,566,27450,,Abigail,I,Ross,False,1967-07-15,M,,F,abigail72@adventure-works.com,100000,1,0,Bachelors,Management,1,2,8715 Birchwood,,264-555-0199,2003-05-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16452,647,27451,,Thomas,C,Washington,False,1967-11-21,S,,M,thomas15@adventure-works.com,100000,2,0,Bachelors,Management,0,2,3089 Hayes Court,,848-555-0128,2004-02-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16453,707,27452,,Evan,A,Watson,False,1967-05-20,S,,M,evan0@adventure-works.com,120000,0,1,Bachelors,Management,0,3,4833 Maine Dr.,,736-555-0126,2003-05-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16454,619,27453,,Carson,,Henderson,False,1963-11-03,S,,M,carson3@adventure-works.com,80000,4,3,Bachelors,Management,1,0,7186 N. Thompson Rd.,,347-555-0137,2003-05-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16455,499,27454,,Benjamin,R,Wang,False,1968-12-08,M,,M,benjamin26@adventure-works.com,90000,4,4,Bachelors,Management,1,1,1439 Brock Lane,,485-555-0113,2003-12-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16456,500,27455,,Brianna,P,Jenkins,False,1968-11-17,S,,F,brianna52@adventure-works.com,100000,2,0,Bachelors,Management,0,3,6406 Marlesta Rd.,,422-555-0117,2003-05-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16457,508,27456,,Jackson,,Hughes,False,1968-02-15,M,,M,jackson14@adventure-works.com,100000,2,0,Bachelors,Management,1,3,6928 Jason Ct,,669-555-0150,2004-04-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16458,523,27457,,Elizabeth,,Walker,False,1968-06-07,S,,F,elizabeth27@adventure-works.com,100000,2,0,Bachelors,Management,0,3,4348 Lilac Circle,,391-555-0152,2004-03-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16459,584,27458,,Roger,R,Liang,False,1968-12-16,M,,M,roger21@adventure-works.com,110000,2,1,Bachelors,Management,1,3,8494 Miwok Way,,395-555-0198,2004-01-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16460,443,27459,,Kevin,,Kumar,False,1968-11-26,M,,M,kevin31@adventure-works.com,130000,1,0,Graduate Degree,Management,1,2,9359 Smiling Tree Court,,110-555-0111,2003-06-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16461,610,27460,,Grant,S,Goel,False,1968-10-27,S,,M,grant21@adventure-works.com,130000,1,0,Graduate Degree,Management,0,3,363 Corrie Lane,,126-555-0163,2003-06-20,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16462,575,27461,,Arianna,,Coleman,False,1979-10-06,S,,F,arianna6@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,197 Adobe Dr,# 999,679-555-0142,2004-01-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16463,582,27462,,Xavier,,Rodriguez,False,1979-05-02,S,,M,xavier18@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,8384 Golden Rain Road,,753-555-0181,2004-05-08,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16464,610,27463,,Rachel,,Morgan,False,1979-11-02,S,,F,rachel33@adventure-works.com,40000,0,0,Partial College,Skilled Manual,0,1,6199 Mcelroy,,145-555-0150,2003-09-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16465,534,27464,,Jacquelyn,P,Torres,False,1944-10-18,M,,F,jacquelyn12@adventure-works.com,20000,3,0,High School,Skilled Manual,0,2,8192 Seagull Court,,1 (11) 500 555-0116,2004-03-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16466,573,27465,,Seth,L,Garcia,False,1978-10-25,S,,M,seth16@adventure-works.com,30000,0,0,Partial College,Skilled Manual,1,1,5972 Donegal Court,,984-555-0197,2003-12-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16467,575,27466,,Abigail,,Murphy,False,1978-03-12,S,,F,abigail10@adventure-works.com,30000,0,0,Partial College,Skilled Manual,0,1,2899 Cimarron Drive,,386-555-0151,2003-12-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16468,619,27467,,Jackson,S,Coleman,False,1978-03-16,M,,M,jackson8@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,9919 MacArthur Avenue,,159-555-0145,2003-06-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16469,625,27468,,Robert,C,Powell,False,1978-10-12,M,,M,robert22@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,7836 Roux Court,,619-555-0166,2003-06-19,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16470,669,27469,,Anne,,Gill,False,1946-02-22,S,,F,anne15@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,7634 Via Alta,,1 (11) 500 555-0162,2003-05-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16471,553,27470,,Raquel,A,Dominguez,False,1947-03-20,M,,F,raquel9@adventure-works.com,30000,2,0,Partial College,Clerical,0,2,5457 Woodcrest Dr.,,1 (11) 500 555-0147,2003-06-22,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16472,531,27471,,Susan,,Gao,False,1948-03-17,S,,F,susan25@adventure-works.com,20000,2,1,High School,Skilled Manual,1,2,3507 Olive Dr.,,1 (11) 500 555-0158,2003-06-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16473,561,27472,,Mindy,V,Chande,False,1948-02-11,S,,F,mindy19@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,7591 Signal Court,,1 (11) 500 555-0169,2003-06-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16474,568,27473,,Gabriel,,Lal,False,1948-01-10,S,,M,gabriel26@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,3770 Dos Encinas,,1 (11) 500 555-0193,2003-06-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16475,597,27474,,Alexandria,C,Hayes,False,1977-01-24,S,,F,alexandria23@adventure-works.com,40000,0,0,Bachelors,Professional,1,2,5786 St. George Drive,,322-555-0180,2004-01-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16476,522,27475,,Alexa,,Bailey,False,1977-06-19,S,,F,alexa14@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,1,4072 South Hampton Road,,901-555-0158,2004-06-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16477,582,27476,,Alexis,L,Alexander,False,1977-02-14,S,,F,alexis42@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,2,6366 Dayton Court,,943-555-0142,2004-05-27,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16478,584,27477,,Hunter,R,Wright,False,1977-08-12,S,,M,hunter46@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,2,1002 N. Spoonwood Court,,683-555-0129,2004-01-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16479,610,27478,,Sheila,,Alvarez,False,1977-06-12,M,,F,sheila5@adventure-works.com,60000,0,0,Partial College,Skilled Manual,1,2,9322 Sinaloa,,229-555-0150,2003-10-11,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16480,633,27479,,Kaitlyn,T,Sanders,False,1977-03-11,S,,F,kaitlyn67@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,9713 Amhurst Way,,541-555-0188,2003-09-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16481,505,27480,,Chloe,J,Parker,False,1977-06-07,S,,F,chloe5@adventure-works.com,70000,0,0,Partial College,Skilled Manual,0,2,3983 Crane Court,,360-555-0121,2004-07-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16482,690,27481,,Oscar,H,Gonzales,False,1977-05-27,S,,M,oscar3@adventure-works.com,70000,0,0,Partial College,Skilled Manual,0,2,9396 Viera Avenue,,968-555-0111,2004-02-09,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16483,468,27482,,Gary,,Diaz,False,1949-01-22,M,,M,gary13@adventure-works.com,10000,2,1,Partial High School,Clerical,1,2,9956 Mcneil Place,,1 (11) 500 555-0185,2003-09-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16484,492,27483,,Thomas,N,Shan,False,1949-08-26,M,,M,thomas34@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,6120 Apple Court,,1 (11) 500 555-0122,2003-06-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16485,656,27484,,Kristen,,Zhang,False,1949-03-16,S,,F,kristen0@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,593 Willow Pass Road,,1 (11) 500 555-0146,2003-06-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16486,512,27485,,Nina,,Tang,False,1950-07-12,S,,F,nina4@adventure-works.com,20000,2,1,Partial High School,Clerical,0,2,2851 Ward Street,,1 (11) 500 555-0183,2003-06-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16487,648,27486,,Mathew,M,Gill,False,1950-05-10,S,,M,mathew9@adventure-works.com,20000,2,1,Partial High School,Clerical,0,2,5014 S. Villa Way,,1 (11) 500 555-0155,2003-06-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16488,553,27487,,Cedric,R,Guo,False,1951-10-05,M,,M,cedric17@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,973 MarvelLane,,1 (11) 500 555-0166,2003-06-01,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16489,679,27488,,Sheila,,Munoz,False,1951-07-02,M,,F,sheila7@adventure-works.com,20000,2,1,Partial High School,Clerical,0,2,1207 Concerto Circle,,1 (11) 500 555-0116,2003-06-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16490,568,27489,,Haley,,Hall,False,1951-08-14,S,,F,haley57@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,5296 Birchwood,,1 (11) 500 555-0147,2003-06-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16491,568,27490,,Natasha,N,Martin,False,1951-04-03,S,,F,natasha0@adventure-works.com,20000,2,1,Partial High School,Clerical,1,2,9234 Paso Del Rio Court,,1 (11) 500 555-0114,2003-06-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16492,509,27491,,Maurice,C,Luo,False,1952-03-04,M,,M,maurice6@adventure-works.com,20000,3,1,Partial High School,Clerical,0,4,2855 Playa,,1 (11) 500 555-0131,2004-01-13,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16493,656,27492,,Clayton,M,Lin,False,1952-01-26,M,,M,clayton6@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,4966 Santa Barbara Rd.,,1 (11) 500 555-0114,2003-06-14,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16494,697,27493,,Barbara,,Zheng,False,1952-11-23,M,,F,barbara28@adventure-works.com,30000,3,0,High School,Skilled Manual,1,2,8964 Dumbarton Street,,1 (11) 500 555-0166,2003-06-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16495,549,27494,,Virginia,A,Perez,False,1953-07-15,S,,F,virginia23@adventure-works.com,40000,2,0,Partial College,Skilled Manual,0,2,8633 Donegal Road,,1 (11) 500 555-0119,2003-06-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16496,679,27495,,Nina,,Luo,False,1954-08-24,S,,F,nina6@adventure-works.com,40000,3,0,Partial High School,Clerical,0,2,6650 Contuti Avenue,# 135,1 (11) 500 555-0150,2004-03-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16497,656,27496,,Stanley,J,Suri,False,1954-08-27,S,,M,stanley1@adventure-works.com,40000,3,0,Partial High School,Clerical,0,2,2487 Riverside Drive,,1 (11) 500 555-0196,2003-10-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16498,468,27497,,Johnathan,R,Rana,False,1954-08-03,S,,M,johnathan13@adventure-works.com,40000,3,0,Partial High School,Clerical,0,2,2258 Pablo Neruda,,1 (11) 500 555-0178,2003-12-15,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16499,518,27498,,Marie,J,Ruiz,False,1955-12-23,S,,F,marie26@adventure-works.com,80000,2,0,Partial College,Skilled Manual,0,2,3279 W 46th St,,1 (11) 500 555-0165,2003-06-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16500,679,27499,,Barbara,N,Kumar,False,1955-07-08,M,,F,barbara39@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,7371 Cali,,1 (11) 500 555-0136,2003-06-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16501,510,27500,,Luis,,Hill,False,1955-09-13,S,,M,luis46@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,5203 Foothill Way,,1 (11) 500 555-0139,2003-06-28,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16502,648,27501,,Darren,,Alonso,False,1955-02-25,M,,M,darren30@adventure-works.com,80000,2,0,Partial College,Skilled Manual,1,2,3265 E. 62nd Street,,1 (11) 500 555-0112,2004-01-12,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16503,571,27502,,Tyler,,Thompson,False,1975-10-28,S,,M,tyler7@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,2,4144 Tahoe Place,,191-555-0138,2003-08-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16504,609,27503,,Warren,D,Shen,False,1975-12-16,S,,M,warren37@adventure-works.com,40000,0,0,Partial College,Skilled Manual,1,2,6963 Santa Monica Drive,,496-555-0127,2004-02-04,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16505,644,27504,,Rebecca,F,Lopez,False,1975-09-17,S,,F,rebecca22@adventure-works.com,40000,0,0,High School,Skilled Manual,0,2,156 East Lake Court,,494-555-0141,2003-06-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16506,445,27505,Ms.,Bonnie,L.,Skelly,False,1975-12-19,S,,F,bonnie3@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,6091 MountainAire Parkway,,641-555-0100,2004-02-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16507,445,27506,,Carla,,Srini,False,1975-06-13,M,,F,carla11@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,4399 Shuey Ave,,124-555-0170,2004-01-16,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16508,469,27507,,Valerie,R,Li,False,1975-06-27,M,,F,valerie4@adventure-works.com,40000,0,0,High School,Skilled Manual,1,2,6749 East 23rd Street,,417-555-0198,2004-07-10,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16509,584,27508,,James,K,Edwards,False,1973-02-10,S,,M,james51@adventure-works.com,60000,0,0,Partial College,Skilled Manual,0,2,1819 Weston Court,,731-555-0151,2003-06-17,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16510,575,27509,,Zachary,G,Johnson,False,1976-06-18,S,,M,zachary31@adventure-works.com,60000,0,0,Partial College,Professional,0,2,1959 Altura Drive,,142-555-0144,2003-09-21,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16511,445,27510,,Cole,Q,Bailey,False,1976-10-03,S,,M,cole16@adventure-works.com,60000,0,0,Partial College,Professional,0,2,6253 Panorama Dr.,,350-555-0145,2004-04-29,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16512,534,27511,,Bethany,,Goel,False,1956-02-07,S,,F,bethany0@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,1474 Bentley Ct.,,1 (11) 500 555-0172,2004-01-26,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16513,679,27512,,Joe,L,Lopez,False,1956-06-03,S,,M,joe19@adventure-works.com,80000,2,0,High School,Skilled Manual,0,2,1996 Glenhaven Ave South,,1 (11) 500 555-0182,2004-01-03,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16514,699,27513,,Cara,L,Zheng,False,1957-01-15,S,,F,cara15@adventure-works.com,70000,2,0,High School,Skilled Manual,0,2,3586 Orchid Ct.,,1 (11) 500 555-0114,2004-01-06,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16515,425,27514,,Daisy,,Navarro,False,1957-04-24,S,,F,daisy6@adventure-works.com,70000,2,0,High School,Skilled Manual,0,2,7427 Grove Way,,1 (11) 500 555-0120,2004-01-23,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16516,468,27515,,Keith,P,Becker,False,1958-03-12,S,,M,keith24@adventure-works.com,100000,1,0,Bachelors,Management,0,3,4077 Chinquapin Ct,,1 (11) 500 555-0111,2004-01-02,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16517,558,27516,,Charles,M,Murphy,False,1959-05-12,S,,M,charles63@adventure-works.com,100000,1,1,Bachelors,Management,1,3,8586 Mellowood Street,,1 (11) 500 555-0120,2004-07-05,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16518,425,27517,,Jessie,R,Xu,False,1959-05-05,M,,M,jessie17@adventure-works.com,100000,1,1,Bachelors,Management,1,3,6917 Delaware Court,,1 (11) 500 555-0175,2004-01-31,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
16519,697,27518,,Stefanie,,Perez,False,1959-05-11,M,,F,stefanie18@adventure-works.com,100000,1,1,Bachelors,Management,1,3,4601 Sundance Drive,,1 (11) 500 555-0170,2003-11-07,Person,,1,2009-10-01 00:00:00,2009-10-01 00:00:00
